+--------------------------------+----------------------+-----------------+-----------------+------------------+----------+-----------+
| c_last_name                    | c_first_name         | ca_city         | bought_city     | ss_ticket_number | amt      | profit    |
| Abbott                         | Eugene               | Five Points     | Macedonia       | 5772097          | 3418.06  | -7888.18  |
| Abbott                         | Eugene               | Hopewell        | Five Forks      | 8482085          | 743.48   | -19795.62 |
| Abbott                         | Fred                 | Stringtown      | Valley View     | 4528701          | 3755.91  | -17462.36 |
| Abbott                         | Garry                | Oak Hill        | Jamestown       | 3183766          | 9582.60  | -25138.01 |
| Abbott                         | Gary                 | Bethel          | Oakwood         | 8862074          | 8548.71  | -9566.43  |
| Abbott                         | Hans                 | Riverdale       | Lebanon         | 5458945          | 4122.71  | -1571.39  |
| Abbott                         | Heath                | Buena Vista     | Waterloo        | 1188449          | 1766.64  | -7159.53  |
| Abbott                         | Heather              | Jamestown       | Springdale      | 2822354          | 877.93   | -9911.88  |
| Abbott                         | Henrietta            | Oakdale         | Fox             | 4544006          | 2935.17  | 224.61    |
| Abbott                         | James                | Concord         | Clifton         | 8247995          | 316.95   | -951.98   |
| Abbott                         | Jeffrey              | Fairfield       | Greenville      | 10271805         | 0.00     | -11876.47 |
| Abbott                         | Jeffrey              | Fairfield       | Liberty         | 2719057          | 4343.05  | -19377.03 |
| Abbott                         | Jeffrey              | Riverview       | Midway          | 8444880          | 734.64   | -5394.05  |
| Abbott                         | Jeremy               | Clinton         | Enterprise      | 8869382          | 0.00     | -8087.82  |
| Abbott                         | Jimmy                | Jamestown       | Hamilton        | 10896130         | 15387.74 | -10562.70 |
| Abbott                         | Jimmy                | Jamestown       | Salem           | 7522367          | 6931.78  | -11529.88 |
| Abbott                         | Joel                 | Kingston        | Glendale        | 5226273          | 451.87   | -4377.93  |
| Abbott                         | Joel                 | Kingston        | Mount Zion      | 1563983          | 83.36    | -10915.00 |
| Abbott                         | Josefina             | Bunker Hill     | Philadelphia    | 4168886          | 607.38   | -6068.51  |
| Abbott                         | Joseph               | Belmont         | Five Points     | 10811582         | 1884.47  | -2554.23  |
| Abbott                         | Joseph               | Franklin        | Macedonia       | 9684238          | 720.09   | -7502.79  |
| Abbott                         | Joseph               | Yorktown        | Stratford       | 11396917         | 0.00     | -711.01   |
| Abbott                         | Judith               | Hopewell        | Ellisville      | 3634398          | 4995.14  | -17963.74 |
| Abbott                         | Kara                 | Green Acres     | Florence        | 7318554          | 8632.05  | -10944.56 |
| Abbott                         | Kara                 | Green Acres     | Oak Ridge       | 1820075          | 1580.76  | -13565.32 |
| Abbott                         | Karen                | Oak Ridge       | Edgewood        | 3731211          | 5255.92  | -24194.25 |
| Abbott                         | Kathleen             | Murphy          | Oakwood         | 10060169         | 1617.85  | -6777.33  |
+--------------------------------+----------------------+-----------------+-----------------+------------------+----------+-----------+
