+------------------+------------------------------------------------------+
| customer_id      | customername                                         |
| AAAAAAAAABPKDAAA | Colbert                       , Joseph               |
| AAAAAAAAABPKDAAA | Colbert                       , Joseph               |
| AAAAAAAAABPKDAAA | Colbert                       , Joseph               |
| AAAAAAAAACBMGAAA | Lopez                         , John                 |
| AAAAAAAAACBMGAAA | Lopez                         , John                 |
| AAAAAAAAACBMGAAA | Lopez                         , John                 |
| AAAAAAAAACBMGAAA | Lopez                         , John                 |
| AAAAAAAAACBMGAAA | Lopez                         , John                 |
| AAAAAAAAACBMGAAA | Lopez                         , John                 |
| AAAAAAAAACBMGAAA | Lopez                         , John                 |
| AAAAAAAAACCCFAAA | Word                          , Donald               |
| AAAAAAAAACCCFAAA | Word                          , Donald               |
| AAAAAAAAACCCFAAA | Word                          , Donald               |
| AAAAAAAAACCCFAAA | Word                          , Donald               |
| AAAAAAAAACCCFAAA | Word                          , Donald               |
| AAAAAAAAACCCFAAA | Word                          , Donald               |
| AAAAAAAAACCCFAAA | Word                          , Donald               |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACEJLAAA | Robbins                       , David                |
| AAAAAAAAACNLGAAA | Holloman                      , Kathy                |
| AAAAAAAAACNLGAAA | Holloman                      , Kathy                |
| AAAAAAAAACNLGAAA | Holloman                      , Kathy                |
| AAAAAAAAACNLGAAA | Holloman                      , Kathy                |
| AAAAAAAAACNLGAAA | Holloman                      , Kathy                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAACPBJAAA | Wilson                        , Amber                |
| AAAAAAAAADGJIAAA | Love                          , William              |
| AAAAAAAAADGJIAAA | Love                          , William              |
| AAAAAAAAADGJIAAA | Love                          , William              |
+------------------+------------------------------------------------------+
